"aaj","1"
"aaja","1"
"aarakshan","1"
"aardvark","1"
"aaron","3"
"abandoned","2"
"abattoir","1"
"abbey","1"
"abbott","3"
"abbotts","1"
"abby","1"
"abcs","2"
"abduction","2"
"abdul","1"
"abe","3"
"abel","1"
"aberdeen","1"
"ablaze","1"
"abortion","1"
"abraham","2"
"abramovic","1"
"abrazo","1"
"abre","1"
"absence","3"
"absent","1"
"absentia","1"
"absentminded","1"
"absolute","2"
"absurdistan","1"
"abu","3"
"abuse","1"
"abyss","2"
"academy","10"
"acapulco","1"
"accanto","1"
"accattone","1"
"acceleration","1"
"access","1"
"accident","1"
"accidental","3"
"accompanist","1"
"accountant","1"
"ace","4"
"aceptan","1"
"aces","1"
"achieve","1"
"achievement","1"
"acod","1"
"acoustics","1"
"acrimony","1"
"across","1"
"act","13"
"action","8"
"activist","2"
"activity","6"
"actor","1"
"actors","1"
"actress","2"
"actually","1"
"ad","5"
"adaline","1"
"adam","6"
"adams","4"
"adaptation","1"
"addams","3"
"adderall","1"
"addict","1"
"addiction","2"
"adentro","1"
"adieu","1"
"adios","1"
"adj","1"
"adjective","1"
"adjustment","2"
"admission","1"
"ado","3"
"adolescent","1"
"adoration","1"
"adrift","4"
"adult","3"
"advanced","1"
"advent","1"
"adventure","21"
"adventureland","1"
"adventurer","1"
"adventures","19"
"advice","1"
"advise","1"
"advocate","2"
"ae","2"
"aelita","1"
"aeon","1"
"affair","16"
"affairs","2"
"affams","1"
"affection","1"
"affliction","1"
"affluenza","1"
"afghan","2"
"afraid","5"
"africa","9"
"african","1"
"afterlife","2"
"afterlight","1"
"aftermath","4"
"afternoon","7"
"afternoons","1"
"afterschool","1"
"aftershock","1"
"agape","1"
"agatha","1"
"age","22"
"agenda","1"
"agent","6"
"ages","2"
"aggression","1"
"agincourt","1"
"agnes","2"
"agony","1"
"agora","1"
"agreement","1"
"agua","1"
"aguirre","1"
"ahead","1"
"ahgassi","1"
"ai","3"
"aid","1"
"aidas","1"
"aileen","2"
"ailes","1"
"aimee","1"
"aint","4"
"air","18"
"airbender","1"
"airmen","1"
"airplane","2"
"airport","3"
"aisles","1"
"ajami","1"
"aka","1"
"akai","1"
"akbar","1"
"akeelah","1"
"akimbo","1"
"akira","1"
"aknyeo","1"
"akron","1"
"al","3"
"alabama","2"
"aladdin","3"
"alain","1"
"alamar","1"
"alamo","2"
"alan","2"
"alas","1"
"alaska","3"
"alaskan","1"
"albahr","1"
"albemuth","1"
"albert","3"
"albino","2"
"albni","1"
"alcatraz","2"
"alchemist","1"
"alcohol","1"
"aleichem","1"
"aleksandr","1"
"alenky","1"
"aleppo","1"
"alex","6"
"alexander","5"
"alexanders","1"
"alexandra","2"
"alexandras","1"
"alferd","1"
"alfie","2"
"algeri","1"
"algiers","1"
"algorithms","1"
"ali","4"
"alibi","1"
"alibis","1"
"alice","20"
"alien","14"
"alienate","1"
"aliens","2"
"alila","1"
"alis","1"
"alita","1"
"alive","12"
"aliyah","1"
"allan","2"
"alle","1"
"alleevery","1"
"allegiance","1"
"allegiant","1"
"allen","1"
"allenbys","1"
"allergic","1"
"alles","1"
"alley","4"
"allied","1"
"alligator","1"
"allison","1"
"allowed","1"
"allows","1"
"allred","1"
"alls","1"
"allstars","1"
"allure","1"
"almanac","1"
"almas","1"
"almayers","1"
"almighty","2"
"almost","1"
"aloha","1"
"alone","5"
"alpeis","1"
"alpha","3"
"alphabet","1"
"alphaville","1"
"alps","1"
"alright","1"
"altamira","2"
"altar","1"
"altered","3"
"alternative","1"
"altina","1"
"alto","1"
"altro","1"
"alvida","1"
"alvin","4"
"always","7"
"alzheimer","1"
"amadeus","1"
"aman","1"
"amanda","3"
"amarcord","1"
"amaro","1"
"amateur","1"
"amazing","9"
"ambassador","1"
"ambition","2"
"ame","2"
"ameisen","1"
"amer","1"
"america","36"
"american","65"
"americana","1"
"americanization","1"
"americano","1"
"americas","3"
"amerikanische","2"
"ami","1"
"amiche","1"
"amigos","2"
